response,context,context/0,context/1,context/2,context/3,context/4,context/5
"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game."
Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?"
"What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack."
"Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww""."
"Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."
"Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die."
"Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.",Screw this. I'm not playing his game. I'm gonna find us a way out of here.
"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."
Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?",Why are you acting like that's not you?!
Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!","What part of ""blackout"" don't you understand? I thought you drank?"
"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm...","Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!"
I told you not to invite this mummified motherfucker back!,"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!","Vance, stay calm..."
"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.",I told you not to invite this mummified motherfucker back!,"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but...","Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!"
Guys!  I've figured it out.,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.",I told you not to invite this mummified motherfucker back!,"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!","Okay, ouch, but..."
Congrats! You did it-- it!,Guys!  I've figured it out.,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.",I told you not to invite this mummified motherfucker back!,"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"
It was a bit. All of the descriptors apply to all of you. Drunk Rick's point is that none of you are very special or different.  That's always his point.,Congrats! You did it-- it!,Guys!  I've figured it out.,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.",I told you not to invite this mummified motherfucker back!,"And because, like I said, I don't remember last night.",Because my epidermis is laced with a nanofiber defense mesh.,Give me one good reason why I shouldn't crush your windpipe!
